lambda n k
740E-9 1.92297 0.06307 
741E-9 1.92279 0.06289 
742E-9 1.9226 0.06271 
743E-9 1.92241 0.06254 
744E-9 1.92223 0.06236 
745E-9 1.92204 0.06218 
746E-9 1.92186 0.06201 
747E-9 1.92168 0.06184 
748E-9 1.92149 0.06166 
749E-9 1.92131 0.06149 
750E-9 1.92113 0.06132 
751E-9 1.92095 0.06115 
752E-9 1.92077 0.06097 
753E-9 1.92059 0.0608 
754E-9 1.92041 0.06063 
755E-9 1.92023 0.06047 
756E-9 1.92005 0.0603 
757E-9 1.91987 0.06013 
758E-9 1.91969 0.05996 
759E-9 1.91952 0.0598 
760E-9 1.91934 0.05963 
761E-9 1.91917 0.05947 
762E-9 1.91899 0.0593 
763E-9 1.91882 0.05914 
764E-9 1.91864 0.05897 
765E-9 1.91847 0.05881 
766E-9 1.9183 0.05865 
767E-9 1.91813 0.05849 
768E-9 1.91795 0.05833 
769E-9 1.91778 0.05817 
770E-9 1.91761 0.05801 
771E-9 1.91744 0.05785 
772E-9 1.91727 0.05769 
773E-9 1.91711 0.05753 
774E-9 1.91694 0.05738 
775E-9 1.91677 0.05722 
776E-9 1.9166 0.05706 
777E-9 1.91644 0.05691 
778E-9 1.91627 0.05675 
779E-9 1.91611 0.0566 
780E-9 1.91594 0.05645 
781E-9 1.91578 0.05629 
782E-9 1.91561 0.05614 
783E-9 1.91545 0.05599 
784E-9 1.91529 0.05584 
785E-9 1.91512 0.05569 
786E-9 1.91496 0.05554 
787E-9 1.9148 0.05539 
788E-9 1.91464 0.05524 
789E-9 1.91448 0.05509 
790E-9 1.91432 0.05494 
791E-9 1.91416 0.05479 
792E-9 1.914 0.05465 
793E-9 1.91384 0.0545 
794E-9 1.91368 0.05435 
795E-9 1.91353 0.05421 
796E-9 1.91337 0.05406 
797E-9 1.91321 0.05392 
798E-9 1.91306 0.05377 
799E-9 1.9129 0.05363 
800E-9 1.91275 0.05349 
